0.00000000	6.70000000	0.00000000		
0.10000000	6.70000000	0.00000000		
0.20297622	6.70000000	0.00000000		
0.30901202	6.70000000	0.00000000		
0.41819273	6.70000000	0.00000000		
0.53060576	6.70000000	0.00000000		
0.64634057	6.70000000	0.00000000		
0.76548869	6.70000000	0.00000000		
0.88814380	6.70000000	0.00000000		
1.01440169	6.70000000	0.00000000		
1.14436033	6.70000000	0.00000000		
1.27811985	6.70000000	0.00000000		
1.41578259	6.70000000	0.00000000		
1.55745310	6.70000000	0.00000000		
1.70323817	6.70000000	0.00000000		
1.85324680	6.70000000	0.00000000		
2.00759025	6.70000000	0.00000000		
2.16638206	6.70000000	0.00000000		
2.32973799	6.70000000	0.00000000		
2.49777606	6.70000000	0.00000000		
2.67061656	6.70000000	0.00000000		
2.84838200	6.70000000	0.00000000		
3.03119715	6.70000000	0.00000000		
3.21918897	6.70000000	0.00000000		
3.41248662	6.70000000	0.00000000		
3.61122146	6.70000000	0.00000000		
3.81552695	6.70000000	0.00000000		
4.02553867	6.70000000	0.00000000		
4.24139427	6.70000000	0.00000000		
4.46323341	6.70000000	0.00000000		
4.69119771	6.70000000	0.00000000		
4.92543071	6.70000000	0.00000000		
5.16607775	6.70000000	0.00000000		
5.41328596	6.70000000	0.00000000		
5.66720414	6.70000000	0.00000000		
5.92798268	6.70000000	0.00000000		
6.19577346	6.70000000	0.00000000		
6.47072973	6.70000000	0.00000000		
6.75300604	6.70000000	0.00000000		
7.04275804	6.70000000	0.00000000		
7.34014242	6.70000000	0.00000000		
7.64531672	6.70000000	0.00000000		
7.95843920	6.70000000	0.00000000		
8.27966864	6.70000000	0.00000000		
8.60916421	6.70000000	0.00000000		
8.94708524	6.70000000	0.00000000		
9.29359105	6.70000000	0.00000000		
9.64884073	6.70000000	0.00000000		
10.01299292	6.70000000	0.00000000		
10.38620557	6.70000000	0.00000000		
10.76863569	6.70000000	0.00000000		
11.16043911	6.70000000	0.00000000		
11.56177019	6.70000000	0.00000000		
11.97278156	6.70000000	0.00000000		
12.39362379	6.70000000	0.00000000		
12.82444512	6.70000000	0.00000000		
13.26539111	6.70000000	0.00000000		
13.71660432	6.70000000	0.00000000		
14.17822400	6.70000000	0.00000000		
14.65038566	6.70000000	0.00000000		
15.13322077	6.70000000	0.00000000		
15.62685636	6.70000000	0.00000000		
16.13141464	6.70000000	0.00000000		
16.64701259	6.70000000	0.00000000		
17.17376158	6.70000000	0.00000000		
17.71176692	6.70000000	0.00000000		
18.26112749	6.70000000	0.00000000		
18.82193527	6.70000000	0.00000000		
19.39427494	6.70000000	0.00000000		
19.97822341	6.70000000	0.00000000		
20.57384944	6.70000000	0.00000000		
21.18121312	6.70000000	0.00000000		
21.80036552	6.70000000	0.00000000		
22.43134818	6.70000000	0.00000000		
23.07419271	6.70000000	0.00000000		
23.72892035	6.70000000	0.00000000		
24.39554155	6.70000000	0.00000000		
25.07405554	6.70000000	0.00000000		
25.76444997	6.70000000	0.00000000		
26.46670044	6.70000000	0.00000000		
27.18077019	6.70000000	0.00000000		
27.90660970	6.70000000	0.00000000		
28.64415635	6.70000000	0.00000000		
29.39333411	6.70000000	0.00000000		
30.15405321	6.70000000	0.00000000		
30.92620989	6.70000000	0.00000000		
31.70968613	6.70000000	0.00000000		
32.50434942	6.70000000	0.00000000		
33.31005260	6.70000000	0.00000000		
34.12663367	6.70000000	0.00000000		
34.95391568	6.70000000	0.00000000		
35.79170662	6.70000000	0.00000000		
36.63979940	6.70000000	0.00000000		
37.49797184	6.70000000	0.00000000		
38.36598665	6.70000000	0.00000000		
39.24359157	6.70000000	0.00000000		
40.13051945	6.70000000	0.00000000		
41.02648841	6.70000000	0.00000000		
41.93120205	6.70000000	0.00000000		
42.84434972	6.70000000	0.00000000		
43.76560681	6.70000000	0.00000000		
44.69463506	6.70000000	0.00000000		
45.63108300	6.70000000	0.00000000		
46.57458639	6.70000000	0.00000000		
47.52476863	6.70000000	0.00000000		
48.48124136	6.70000000	0.00000000		
49.44360502	6.70000000	0.00000000		
50.41144940	6.70000000	0.00000000		
51.38435436	6.70000000	0.00000000		
52.36189049	6.70000000	0.00000000		
53.34361980	6.70000000	0.00000000		
54.32909654	6.70000000	0.00000000		
55.31786793	6.70000000	0.00000000		
56.30947501	6.70000000	0.00000000		
57.30345343	6.70000000	0.00000000		
58.29933439	6.70000000	0.00000000		
59.29664542	6.70000000	0.00000000		
60.29491137	6.70000000	0.00000000		
61.29365523	6.70000000	0.00000000		
62.29239910	6.70000000	0.00000000		
63.29066504	6.70000000	0.00000000		
64.28797608	6.70000000	0.00000000		
65.28385704	6.70000000	0.00000000		
66.27783546	6.70000000	0.00000000		
67.26944253	6.70000000	0.00000000		
68.25821393	6.70000000	0.00000000		
69.24369067	6.70000000	0.00000000		
70.22541998	6.70000000	0.00000000		
71.20295611	6.70000000	0.00000000		
72.17586107	6.70000000	0.00000000		
73.14370545	6.70000000	0.00000000		
74.10606911	6.70000000	0.00000000		
75.06254184	6.70000000	0.00000000		
76.01272408	6.70000000	0.00000000		
76.95622746	6.70000000	0.00000000		
77.89267541	6.70000000	0.00000000		
78.82170366	6.70000000	0.00000000		
79.74296074	6.70000000	0.00000000		
80.65610842	6.70000000	0.00000000		
81.56082206	6.70000000	0.00000000		
82.45679102	6.70000000	0.00000000		
83.34371890	6.70000000	0.00000000		
84.22132382	6.70000000	0.00000000		
85.08933863	6.70000000	0.00000000		
85.94751107	6.70000000	0.00000000		
86.79560385	6.70000000	0.00000000		
87.63339479	6.70000000	0.00000000		
88.46067679	6.70000000	0.00000000		
